Date,Open,High,Low,Close,Adj Close,Volume
2022-10-10,11.470000,11.890000,11.180000,11.670000,10.614804,375965700
2022-10-17,11.980000,12.250000,11.660000,12.190000,11.087786,277995900
2022-10-24,12.300000,13.310000,12.180000,13.260000,12.061038,362142300
2022-10-31,13.150000,13.770000,12.770000,13.510000,12.288433,296076600
2022-11-07,13.610000,14.670000,13.280000,14.500000,13.188917,310934100
2022-11-14,14.230000,14.580000,13.550000,13.990000,12.725031,258431300
2022-11-21,13.860000,14.150000,13.660000,14.080000,12.940763,101781000
2022-11-28,13.940000,14.360000,13.450000,13.860000,12.738564,212920300
2022-12-05,13.750000,13.770000,13.040000,13.180000,12.113584,190250200
2022-12-12,13.200000,13.920000,12.080000,12.120000,11.139349,318616800
2022-12-19,12.120000,12.170000,11.100000,11.360000,10.440842,332735800
2022-12-26,11.280000,11.640000,10.900000,11.630000,10.688997,186995300
2023-01-02,11.820000,12.590000,11.570000,12.580000,11.562131,203113400
2023-01-09,12.740000,13.530000,12.470000,12.720000,11.690803,304400300
2023-01-16,12.710000,12.850000,12.040000,12.400000,11.396694,206817000
2023-01-23,12.480000,13.370000,12.430000,13.270000,12.196301,240049900
2023-01-30,13.010000,14.600000,12.780000,13.230000,12.159537,486326900
2023-02-06,13.160000,13.930000,12.510000,12.730000,11.699992,356834600
2023-02-13,12.710000,13.190000,12.510000,12.890000,12.593906,323951300
2023-02-20,12.720000,12.810000,11.750000,11.880000,11.607106,239153300
2023-02-27,11.980000,13.110000,11.960000,13.080000,12.779541,363798000
2023-03-06,13.080000,13.180000,12.000000,12.100000,11.822054,282853500
2023-03-13,11.930000,12.310000,11.120000,11.300000,11.040429,645823400
2023-03-20,11.330000,11.940000,11.150000,11.510000,11.245606,366149700
2023-03-27,11.630000,12.630000,11.410000,12.600000,12.310568,270601900
2023-04-03,12.530000,12.850000,12.220000,12.330000,12.046770,200300700
2023-04-10,12.200000,13.080000,12.160000,12.520000,12.232406,297833000
2023-04-17,12.500000,12.760000,11.550000,11.810000,11.538715,274998400
2023-04-24,11.890000,12.180000,11.440000,11.880000,11.607106,287291800
2023-05-01,12.010000,12.290000,11.470000,11.990000,11.860890,388907000
2023-05-08,12.020000,12.060000,11.650000,11.670000,11.544336,230146700
2023-05-15,11.700000,11.770000,11.240000,11.650000,11.524551,245420900
2023-05-22,11.710000,12.290000,11.250000,12.090000,11.959814,360238400
2023-05-29,12.650000,12.780000,11.840000,12.390000,12.256583,302121200
2023-06-05,12.660000,14.030000,12.500000,13.740000,13.592046,341041500
2023-06-12,13.800000,14.610000,13.650000,14.420000,14.264724,312944400
2023-06-19,14.300000,14.420000,13.890000,14.020000,13.869032,201752800
2023-06-26,14.010000,15.230000,13.990000,15.130000,14.967078,265653900
2023-07-03,15.150000,15.420000,14.880000,14.980000,14.818693,199602500
2023-07-10,14.960000,15.420000,14.830000,14.980000,14.818693,243753600
2023-07-17,14.580000,14.630000,13.750000,13.930000,13.780001,332990400
2023-07-24,13.890000,14.020000,13.020000,13.260000,13.117215,331489400
2023-07-31,13.010000,13.440000,12.800000,12.890000,12.890000,281956300
2023-08-07,12.930000,12.960000,12.000000,12.140000,12.140000,300353700
2023-08-14,12.030000,12.230000,11.720000,11.960000,11.960000,216140000
2023-08-21,12.040000,12.060000,11.580000,11.910000,11.910000,176887900
2023-08-28,11.950000,12.270000,11.850000,12.140000,12.140000,166043500
2023-09-04,12.120000,12.360000,11.830000,12.300000,12.300000,165136600
2023-09-11,12.360000,12.910000,12.170000,12.610000,12.610000,254148400
2023-09-18,12.500000,12.770000,12.160000,12.430000,12.430000,231107600
2023-09-25,12.350000,12.700000,12.170000,12.420000,12.420000,235510700
2023-10-02,12.380000,12.440000,12.230000,12.310000,12.310000,51189600
